"occurences","queries","contexts.name","contexts.count"
10,"339 cr DIGITS mooreville ms ZIPCODE","waiting-eppi-replace-report",1
10,"339 cr DIGITS mooreville ms ZIPCODE","waiting-maps-deliver-map",1
10,"339 cr DIGITS mooreville ms ZIPCODE","waiting-eppi-notifications",1
10,"339 cr DIGITS mooreville ms ZIPCODE","waiting-eppi-fees",1
10,"339 cr DIGITS mooreville ms ZIPCODE","waiting-eppi-activate",1
10,"339 cr DIGITS mooreville ms ZIPCODE","waiting-eppi-faq",1
10,"339 cr DIGITS mooreville ms ZIPCODE","waiting-eppi-get-card",1
10,"339 cr DIGITS mooreville ms ZIPCODE","ticketinfo",1
10,"339 cr DIGITS mooreville ms ZIPCODE","waiting-feedback-root",1
10,"339 cr DIGITS mooreville ms ZIPCODE","waiting-restart-conversation",1
10,"339 cr DIGITS mooreville ms ZIPCODE","waiting-pmtmethods-debit-card",1
10,"back","waiting-eppi-replace-report",1
10,"back","waiting-maps-deliver-map",1
10,"back","waiting-eppi-notifications",1
10,"back","waiting-eppi-fees",1
10,"back","waiting-eppi-activate",1
10,"back","waiting-eppi-faq",1
10,"back","waiting-eppi-get-card",1
10,"back","ticketinfo",1
10,"back","waiting-feedback-root",1
10,"back","waiting-restart-conversation",1
10,"back","waiting-pmtmethods-debit-card",1
10,"How far is jermaine tellis behind","waiting-eppi-replace-report",1
10,"How far is jermaine tellis behind","waiting-maps-deliver-map",1
10,"How far is jermaine tellis behind","waiting-eppi-notifications",1
10,"How far is jermaine tellis behind","waiting-eppi-fees",1
10,"How far is jermaine tellis behind","waiting-eppi-activate",1
10,"How far is jermaine tellis behind","waiting-eppi-faq",1
10,"How far is jermaine tellis behind","waiting-eppi-get-card",1
10,"How far is jermaine tellis behind","ticketinfo",1
10,"How far is jermaine tellis behind","waiting-feedback-root",1
10,"How far is jermaine tellis behind","waiting-restart-conversation",1
10,"How far is jermaine tellis behind","waiting-pmtmethods-debit-card",1
10,"how can I find out how far behind someone is in child support ","waiting-eppi-replace-report",1
10,"how can I find out how far behind someone is in child support ","waiting-maps-deliver-map",1
10,"how can I find out how far behind someone is in child support ","waiting-eppi-notifications",1
10,"how can I find out how far behind someone is in child support ","waiting-eppi-fees",1
10,"how can I find out how far behind someone is in child support ","waiting-eppi-activate",1
10,"how can I find out how far behind someone is in child support ","waiting-eppi-faq",1
10,"how can I find out how far behind someone is in child support ","waiting-eppi-get-card",1
10,"how can I find out how far behind someone is in child support ","ticketinfo",1
10,"how can I find out how far behind someone is in child support ","waiting-feedback-root",1
10,"how can I find out how far behind someone is in child support ","waiting-restart-conversation",1
10,"how can I find out how far behind someone is in child support ","waiting-pmtmethods-debit-card",1
10,"what do i do about back child support owed","waiting-eppi-replace-report",1
10,"what do i do about back child support owed","waiting-maps-deliver-map",1
10,"what do i do about back child support owed","waiting-eppi-notifications",1
10,"what do i do about back child support owed","waiting-eppi-fees",1
10,"what do i do about back child support owed","waiting-eppi-activate",1
10,"what do i do about back child support owed","waiting-eppi-faq",1
10,"what do i do about back child support owed","waiting-eppi-get-card",1
10,"what do i do about back child support owed","ticketinfo",1
10,"what do i do about back child support owed","waiting-feedback-root",1
10,"what do i do about back child support owed","waiting-restart-conversation",1
10,"what do i do about back child support owed","waiting-pmtmethods-debit-card",1
10,"How do I find out how much I owe in child support","waiting-eppi-replace-report",1
10,"How do I find out how much I owe in child support","waiting-maps-deliver-map",1
10,"How do I find out how much I owe in child support","waiting-eppi-notifications",1
10,"How do I find out how much I owe in child support","waiting-eppi-fees",1
10,"How do I find out how much I owe in child support","waiting-eppi-activate",1
10,"How do I find out how much I owe in child support","waiting-eppi-faq",1
10,"How do I find out how much I owe in child support","waiting-eppi-get-card",1
10,"How do I find out how much I owe in child support","ticketinfo",1
10,"How do I find out how much I owe in child support","waiting-feedback-root",1
10,"How do I find out how much I owe in child support","waiting-restart-conversation",1
10,"How do I find out how much I owe in child support","waiting-pmtmethods-debit-card",1
10,"Back child support balance ","waiting-eppi-replace-report",1
10,"Back child support balance ","waiting-maps-deliver-map",1
10,"Back child support balance ","waiting-eppi-notifications",1
10,"Back child support balance ","waiting-eppi-fees",1
10,"Back child support balance ","waiting-eppi-activate",1
10,"Back child support balance ","waiting-eppi-faq",1
10,"Back child support balance ","waiting-eppi-get-card",1
10,"Back child support balance ","ticketinfo",1
10,"Back child support balance ","waiting-feedback-root",1
10,"Back child support balance ","waiting-restart-conversation",1
10,"Back child support balance ","waiting-pmtmethods-debit-card",1
10,"How far behind do you get in trouble ","waiting-eppi-replace-report",1
10,"How far behind do you get in trouble ","waiting-maps-deliver-map",1
10,"How far behind do you get in trouble ","waiting-eppi-notifications",1
10,"How far behind do you get in trouble ","waiting-eppi-fees",1
10,"How far behind do you get in trouble ","waiting-eppi-activate",1
10,"How far behind do you get in trouble ","waiting-eppi-faq",1
10,"How far behind do you get in trouble ","waiting-eppi-get-card",1
10,"How far behind do you get in trouble ","ticketinfo",1
10,"How far behind do you get in trouble ","waiting-feedback-root",1
10,"How far behind do you get in trouble ","waiting-restart-conversation",1
10,"How far behind do you get in trouble ","waiting-pmtmethods-debit-card",1
10,"Back child support","waiting-eppi-replace-report",1
10,"Back child support","waiting-maps-deliver-map",1
10,"Back child support","waiting-eppi-notifications",1
10,"Back child support","waiting-eppi-fees",1
10,"Back child support","waiting-eppi-activate",1
10,"Back child support","waiting-eppi-faq",1
10,"Back child support","waiting-eppi-get-card",1
10,"Back child support","ticketinfo",1
10,"Back child support","waiting-feedback-root",1
10,"Back child support","waiting-restart-conversation",1
10,"Back child support","waiting-pmtmethods-debit-card",1
10,"How much is owed on my back child support?","waiting-eppi-replace-report",1
10,"How much is owed on my back child support?","waiting-maps-deliver-map",1
10,"How much is owed on my back child support?","waiting-eppi-notifications",1
10,"How much is owed on my back child support?","waiting-eppi-fees",1
10,"How much is owed on my back child support?","waiting-eppi-activate",1
10,"How much is owed on my back child support?","waiting-eppi-faq",1
10,"How much is owed on my back child support?","waiting-eppi-get-card",1
10,"How much is owed on my back child support?","ticketinfo",1
10,"How much is owed on my back child support?","waiting-feedback-root",1
10,"How much is owed on my back child support?","waiting-restart-conversation",1
10,"How much is owed on my back child support?","waiting-pmtmethods-debit-card",1
